y_true,y_pred,y_prob
1.0,1,0.70753336
0.0,0,0.28021488
0.0,1,0.6703111
1.0,1,0.89743626
1.0,1,0.65421563
1.0,1,0.6694321
1.0,1,0.6799392
1.0,1,0.6160329
0.0,1,0.6258786
0.0,1,0.63968074
1.0,1,0.655408
0.0,0,0.18249117
0.0,0,0.048590276
0.0,1,0.5254438
1.0,1,0.87298656
0.0,0,0.40224138
0.0,0,0.06673989
0.0,0,0.24297133
0.0,1,0.5446758
0.0,0,0.08360908
1.0,1,0.5578912
1.0,1,0.7456356
1.0,1,0.71236986
1.0,1,0.6506175
1.0,0,0.25623548
0.0,1,0.73125035
0.0,0,0.29335478
0.0,0,0.36955693
1.0,1,0.66751885
0.0,1,0.79705006
0.0,1,0.57471544
1.0,1,0.7825841
0.0,0,0.4901995
1.0,0,0.3827224
0.0,0,0.021889748
0.0,0,0.45380908
1.0,0,0.48447794
0.0,1,0.7619572
0.0,0,0.04968556
0.0,0,0.07873266
1.0,1,0.6558107
1.0,1,0.57718056
1.0,1,0.56381273
1.0,1,0.7541922
1.0,1,0.7230489
1.0,1,0.81081915
0.0,0,0.16388796
0.0,0,0.03138722
0.0,1,0.73803854
1.0,1,0.8072214
0.0,1,0.89556557
1.0,1,0.6812245
0.0,0,0.48184237
0.0,0,0.34018245
0.0,1,0.5814616
0.0,0,0.057628047
1.0,1,0.8530342
1.0,1,0.59180474
0.0,0,0.28478852
1.0,0,0.37646452
0.0,1,0.66599214
0.0,0,0.41284537
1.0,1,0.66498846
1.0,0,0.47234136
0.0,1,0.57901865
0.0,0,0.25275677
1.0,1,0.77515125
0.0,0,0.06916038
1.0,1,0.68871224
1.0,0,0.36702096
0.0,0,0.056640487
1.0,1,0.78596485
0.0,0,0.29631326
0.0,0,0.08387529
1.0,1,0.7122361
1.0,1,0.56305873
0.0,0,0.32996672
0.0,1,0.7216262
1.0,0,0.47317082
0.0,0,0.062666826
1.0,0,0.46666256
0.0,1,0.61222655
0.0,0,0.18339959
0.0,1,0.9021149
1.0,0,0.32427752
1.0,1,0.59097475
0.0,0,0.14907409
0.0,1,0.7269702
1.0,1,0.559565
1.0,1,0.6764434
0.0,1,0.63805485
1.0,1,0.62648314
1.0,1,0.5696065
1.0,0,0.4850885
1.0,1,0.80819035
1.0,1,0.80210584
1.0,1,0.7376155
0.0,0,0.38694912
0.0,0,0.082279705
1.0,1,0.57482034
0.0,1,0.6807487
0.0,1,0.69732475
1.0,0,0.26977292
1.0,1,0.5150074
1.0,0,0.101535425
0.0,0,0.49080357
0.0,0,0.098703526
1.0,1,0.69776356
1.0,0,0.16551197
0.0,1,0.72191936
0.0,1,0.7587204
1.0,0,0.40966013
0.0,0,0.062005565
1.0,0,0.443624
1.0,1,0.67525756
1.0,1,0.7604638
1.0,1,0.71305525
0.0,0,0.28021488
0.0,0,0.22172555
0.0,1,0.70108974
1.0,1,0.5274411
0.0,0,0.12930298
0.0,0,0.26941845
0.0,0,0.07626151
1.0,0,0.4578929
1.0,1,0.5031303
0.0,0,0.098670185
0.0,0,0.027089823
0.0,0,0.14202337
0.0,1,0.57299197
0.0,1,0.79774797
1.0,1,0.803426
1.0,1,0.91276187
0.0,0,0.11328535
1.0,1,0.59237486
1.0,1,0.76196903
0.0,0,0.1679768
0.0,0,0.13410334
1.0,1,0.7373705
1.0,0,0.38163152
1.0,0,0.4586924
1.0,1,0.8304269
0.0,1,0.65642923
0.0,1,0.6955674
0.0,0,0.3328298
1.0,0,0.327246
1.0,0,0.25769016
0.0,0,0.3405784
1.0,1,0.807054
1.0,1,0.5615389
1.0,0,0.123637326
1.0,1,0.7268451
1.0,1,0.82572687
0.0,1,0.6854831
1.0,1,0.6845609
1.0,1,0.7329895
0.0,0,0.0148319965
0.0,1,0.5851917
1.0,0,0.4860534
1.0,1,0.76013184
1.0,1,0.7422678
0.0,0,0.02454021
1.0,1,0.8781843
1.0,1,0.5584347
0.0,1,0.6578078
0.0,1,0.6354055
1.0,1,0.77355593
0.0,0,0.020228142
0.0,1,0.6232439
0.0,0,0.4858277
1.0,1,0.75673556
0.0,0,0.00978761
0.0,0,0.48398924
1.0,1,0.597029
0.0,0,0.31897512
0.0,0,0.15606987
0.0,0,0.34337655
1.0,1,0.6727578
0.0,0,0.2244244
1.0,1,0.5226335
1.0,0,0.23403502
1.0,1,0.823103
1.0,1,0.88695884
1.0,1,0.84303045
1.0,0,0.34709924
1.0,1,0.5353431
1.0,1,0.7710155
0.0,0,0.41769147
1.0,1,0.5790498
0.0,0,0.24521574
0.0,0,0.40250432
1.0,0,0.48180524
1.0,1,0.77085596
0.0,0,0.23404765
0.0,1,0.71723837
0.0,0,0.38442647
1.0,1,0.8796001
0.0,0,0.10404276
1.0,0,0.35260594
0.0,0,0.07402636
1.0,1,0.5101366
1.0,1,0.52554554
0.0,0,0.11418578
0.0,0,0.17363478
0.0,1,0.52717704
1.0,0,0.22852363
0.0,1,0.58563143
1.0,1,0.7215857
1.0,1,0.86787796
1.0,1,0.84970176
0.0,0,0.3459676
0.0,1,0.7857044
0.0,1,0.76293457
1.0,0,0.48054346
0.0,0,0.028665567
1.0,1,0.69104093
1.0,1,0.6852037
0.0,0,0.086177975
1.0,1,0.77284026
0.0,1,0.5303289
0.0,1,0.66258806
1.0,0,0.426303
1.0,1,0.7853593
1.0,1,0.74909586
1.0,1,0.6304773
1.0,1,0.7122279
0.0,1,0.61027646
1.0,1,0.86304396
1.0,1,0.8689088
1.0,1,0.90264505
1.0,1,0.72268385
1.0,1,0.808363
0.0,1,0.7517008
1.0,1,0.80373657
1.0,1,0.77087116
0.0,1,0.82486564
1.0,1,0.7322738
0.0,1,0.53272575
0.0,1,0.72662854
0.0,0,0.05640824
1.0,1,0.6558389
0.0,0,0.037753146
1.0,1,0.871129
1.0,1,0.852411
1.0,1,0.5004845
1.0,0,0.24100138
0.0,0,0.10105559
1.0,1,0.70882255
0.0,0,0.20862311
1.0,1,0.72919965
1.0,1,0.76038516
0.0,0,0.3590163
0.0,0,0.23478
0.0,0,0.24229321
1.0,1,0.7631335
0.0,0,0.21445866
1.0,0,0.45509776
1.0,1,0.6924485
1.0,0,0.25147375
0.0,0,0.038441505
1.0,1,0.78259385
0.0,0,0.12887777
0.0,0,0.22031201
0.0,1,0.76292604
0.0,0,0.19988815
0.0,0,0.49855095
1.0,0,0.49306506
0.0,0,0.23781593
1.0,1,0.8305335
0.0,1,0.82603467
0.0,0,0.123943835
1.0,1,0.5865543
0.0,1,0.64519083
0.0,1,0.52350765
1.0,1,0.7815659
0.0,0,0.039745267
1.0,1,0.9313608
0.0,0,0.19471855
1.0,0,0.30159378
1.0,1,0.835847
0.0,0,0.4327445
1.0,1,0.73846054
1.0,0,0.12661667
0.0,0,0.04228603
0.0,0,0.34961215
0.0,1,0.71534216
1.0,1,0.6765781
1.0,1,0.84045535
0.0,0,0.49094227
1.0,1,0.5996415
1.0,1,0.8934314
1.0,0,0.35381174
1.0,1,0.8559451
1.0,1,0.5599495
0.0,1,0.7641562
0.0,0,0.41320705
1.0,1,0.7515728
1.0,1,0.6070105
1.0,1,0.55049604
0.0,0,0.25701714
0.0,1,0.6615036
0.0,0,0.039075486
1.0,1,0.7258211
0.0,1,0.8877007
0.0,1,0.6391719
0.0,0,0.19516268
1.0,1,0.68320626
1.0,1,0.7829052
0.0,0,0.22971424
0.0,0,0.26240084
0.0,0,0.31834307
1.0,1,0.8925507
1.0,1,0.5157882
1.0,0,0.34297538
0.0,1,0.6457832
0.0,0,0.185314
0.0,0,0.31914097
0.0,0,0.22623216
0.0,1,0.892592
0.0,0,0.26528555
1.0,0,0.30461177
0.0,0,0.32167396
0.0,0,0.20707902
1.0,1,0.68245137
0.0,0,0.065396816
0.0,1,0.78580374
0.0,0,0.054707438
0.0,1,0.76872015
1.0,1,0.58549774
1.0,1,0.5013703
1.0,0,0.45276758
1.0,1,0.5753025
1.0,1,0.80410224
0.0,0,0.012853199
0.0,1,0.6585488
1.0,0,0.3352148
1.0,0,0.35593915
0.0,1,0.5869495
1.0,1,0.54968107
0.0,1,0.644392
0.0,1,0.65472287
0.0,0,0.22230458
0.0,0,0.12543014
0.0,0,0.18835358
1.0,1,0.8314875
0.0,1,0.56973356
1.0,0,0.32564265
0.0,0,0.09480248
0.0,0,0.01735101
0.0,0,0.3381002
0.0,0,0.15184514
0.0,0,0.46982744
0.0,1,0.61797845
0.0,0,0.023491677
1.0,1,0.7004882
1.0,1,0.6615036
1.0,1,0.78314185
0.0,0,0.24265328
1.0,1,0.77629256
1.0,1,0.59791553
0.0,0,0.14277494
0.0,0,0.19857772
1.0,1,0.7332239
0.0,0,0.2884064
0.0,1,0.53346246
1.0,1,0.670208
0.0,0,0.047099214
1.0,1,0.819631
1.0,1,0.50535715
0.0,0,0.07304837
1.0,0,0.45452493
1.0,1,0.8878025
0.0,0,0.12282556
0.0,0,0.19377813
0.0,0,0.1742479
0.0,0,0.18502942
1.0,1,0.68224096
0.0,1,0.763651
1.0,0,0.2816349
1.0,1,0.5994947
0.0,0,0.24475515
0.0,0,0.06063962
0.0,1,0.65484804
1.0,1,0.6794099
0.0,0,0.047626305
1.0,1,0.81473005
1.0,0,0.19738285
1.0,1,0.6772164
1.0,1,0.6836643
1.0,1,0.7145124
1.0,1,0.8039606
0.0,0,0.30350065
0.0,0,0.18918513
0.0,0,0.08113444
0.0,0,0.40797037
0.0,0,0.081733935
0.0,0,0.31569162
1.0,1,0.77284026
0.0,0,0.12653854
1.0,1,0.7236279
1.0,1,0.7273132
0.0,1,0.8399796
1.0,1,0.78972954
1.0,1,0.70916194
1.0,1,0.6834015
0.0,0,0.37632838
0.0,0,0.01913892
1.0,1,0.74961716
1.0,1,0.6934546
0.0,0,0.24118574
0.0,0,0.42415702
1.0,1,0.59809226
0.0,1,0.5086237
1.0,1,0.7766988
0.0,0,0.14147803
1.0,1,0.83494294
0.0,0,0.111074865
1.0,1,0.8600466
1.0,1,0.5504667
0.0,0,0.4418128
1.0,0,0.2305507
1.0,1,0.6532293
0.0,1,0.6433175
0.0,0,0.43583024
0.0,1,0.6156507
0.0,0,0.12633479
1.0,1,0.65663755
0.0,0,0.43407747
0.0,1,0.75433373
0.0,0,0.12943155
0.0,0,0.3109504
1.0,1,0.58307743
1.0,1,0.69088286
1.0,0,0.3583705
0.0,1,0.63873017
0.0,0,0.035931595
0.0,0,0.09345917
0.0,0,0.042156566
1.0,1,0.8745108
0.0,0,0.48141497
0.0,0,0.1353297
0.0,1,0.72148776
0.0,0,0.0179828
0.0,0,0.15276448
0.0,0,0.47228727
1.0,1,0.83267456
0.0,0,0.31917578
0.0,0,0.040610526
0.0,0,0.44708142
1.0,1,0.8796106
0.0,0,0.494639
1.0,1,0.8042706
1.0,1,0.6830618
1.0,1,0.7084589
1.0,0,0.16799732
0.0,0,0.037316706
1.0,1,0.7484262
0.0,0,0.2763493
0.0,0,0.09538426
0.0,0,0.14737342
0.0,0,0.18343936
1.0,1,0.57448125
0.0,1,0.78190595
1.0,0,0.18116648
0.0,0,0.45171684
0.0,0,0.05833564
1.0,0,0.4720715
1.0,1,0.6227748
0.0,1,0.80077344
0.0,0,0.33828095
0.0,0,0.060347106
0.0,0,0.026910735
0.0,0,0.3311135
1.0,0,0.4917437
1.0,1,0.69703287
0.0,0,0.16406901
1.0,0,0.47218335
1.0,1,0.69421184
1.0,1,0.857794
0.0,0,0.08022413
1.0,1,0.70881397
0.0,1,0.7642767
0.0,0,0.29153734
0.0,1,0.63232017
1.0,0,0.4779002
0.0,1,0.79213625
0.0,0,0.41484398
0.0,0,0.28059065
1.0,1,0.6267912
1.0,1,0.6969076
1.0,1,0.6015013
0.0,0,0.2101122
1.0,1,0.5375607
0.0,0,0.3094677
1.0,0,0.18234539
1.0,1,0.6465513
0.0,1,0.7888262
0.0,0,0.058826655
1.0,1,0.8167573
0.0,1,0.62873036
1.0,1,0.8269553
1.0,1,0.71172714
0.0,0,0.00978761
1.0,1,0.5712231
1.0,1,0.8550973
1.0,1,0.6714279
0.0,0,0.49463296
0.0,0,0.1276425
0.0,0,0.2645544
0.0,1,0.8227025
0.0,1,0.9293117
1.0,0,0.45221046
0.0,0,0.052395146
0.0,0,0.111042105
0.0,0,0.46069166
0.0,1,0.6282518
1.0,1,0.880652
0.0,0,0.3116509
1.0,1,0.7704666
1.0,1,0.80025613
1.0,0,0.43181333
0.0,1,0.60657394
0.0,0,0.026465127
0.0,0,0.18141894
1.0,1,0.70398146
1.0,0,0.3573735
1.0,1,0.90959924
0.0,0,0.1971787
1.0,1,0.77755076
1.0,0,0.30026755
1.0,1,0.643881
1.0,0,0.13500713
0.0,0,0.42982966
1.0,0,0.4386012
0.0,0,0.119830325
1.0,0,0.35484144
0.0,0,0.48360437
0.0,1,0.60362744
1.0,1,0.61369544
1.0,1,0.83106136
0.0,0,0.045102652
1.0,0,0.38898054
0.0,0,0.047626305
1.0,1,0.65916127
1.0,0,0.4917437
1.0,1,0.88064665
1.0,1,0.8014966
0.0,0,0.058970477
0.0,0,0.27321503
1.0,1,0.86667466
0.0,1,0.7152599
1.0,1,0.6933443
0.0,0,0.13117544
1.0,1,0.71492505
1.0,1,0.52126724
0.0,0,0.47939086
1.0,1,0.62353593
0.0,0,0.3959
0.0,1,0.6632604
0.0,0,0.13646631
1.0,1,0.84603137
0.0,0,0.30968976
0.0,1,0.83660954
1.0,1,0.6231474
0.0,0,0.024102729
1.0,1,0.82860154
1.0,1,0.7774985
1.0,0,0.19809356
1.0,0,0.15366134
1.0,1,0.8228834
1.0,1,0.65570223
0.0,0,0.36653972
1.0,1,0.6913769
1.0,1,0.93517613
1.0,1,0.75407606
0.0,1,0.5324252
1.0,1,0.70567656
1.0,0,0.21671273
0.0,0,0.12436827
1.0,1,0.666307
1.0,0,0.41678518
0.0,0,0.2623899
1.0,1,0.714706
0.0,0,0.42668018
1.0,1,0.7919615
0.0,0,0.22449152
0.0,0,0.22723104
0.0,0,0.101509765
0.0,0,0.45197135
1.0,0,0.29333195
0.0,0,0.110173106
1.0,0,0.19856085
0.0,0,0.087537155
1.0,1,0.82190084
1.0,1,0.91056424
1.0,1,0.7560845
1.0,1,0.80987376
0.0,1,0.515983
0.0,1,0.6418854
0.0,0,0.114185825
0.0,1,0.7184911
1.0,1,0.8875185
1.0,1,0.8479327
1.0,1,0.8697863
0.0,0,0.16535105
1.0,0,0.404027
0.0,1,0.761414
1.0,1,0.6456928
0.0,1,0.5013703
0.0,1,0.54178405
0.0,1,0.51272666
1.0,1,0.69007504
1.0,0,0.31866804
0.0,0,0.13117544
0.0,0,0.4016526
1.0,1,0.675759
0.0,0,0.40793243
0.0,0,0.061262023
1.0,1,0.541554
0.0,0,0.44847244
1.0,1,0.67541677
0.0,1,0.7399806
1.0,1,0.6725754
0.0,0,0.25644514
0.0,0,0.116428204
1.0,0,0.41111553
1.0,1,0.6257011
1.0,1,0.6104721
0.0,1,0.5193727
0.0,1,0.63645494
1.0,0,0.16197154
1.0,0,0.41904995
1.0,0,0.22375567
0.0,0,0.28433982
0.0,1,0.72156096
1.0,1,0.7516907
0.0,1,0.5910819
0.0,0,0.21124586
0.0,1,0.8347
0.0,0,0.33876258
0.0,1,0.71326876
1.0,1,0.62929875
0.0,1,0.6971901
0.0,0,0.1331192
1.0,1,0.62780094
1.0,1,0.8427438
0.0,0,0.29300556
1.0,1,0.6987928
1.0,1,0.59681475
0.0,0,0.37924647
1.0,0,0.31258148
0.0,0,0.02454021
0.0,0,0.023439929
0.0,0,0.14743155
1.0,1,0.6961525
1.0,0,0.3655007
0.0,1,0.57687515
0.0,0,0.32043803
0.0,0,0.34831676
0.0,0,0.27377087
0.0,0,0.48158455
0.0,0,0.108271375
1.0,0,0.38181078
1.0,1,0.7553965
0.0,1,0.5135617
0.0,0,0.43866822
0.0,1,0.53695947
1.0,1,0.84513175
0.0,1,0.57940865
1.0,1,0.8694591
0.0,0,0.115719415
0.0,0,0.12883061
1.0,1,0.91113985
0.0,0,0.20278785
0.0,0,0.052455604
0.0,0,0.033517245
0.0,0,0.05559306
1.0,1,0.83461314
0.0,1,0.72111225
0.0,0,0.091768645
1.0,1,0.6654247
0.0,0,0.17043114
0.0,0,0.017982807
0.0,0,0.07468225
0.0,0,0.22004059
0.0,1,0.67727154
0.0,0,0.49994627
1.0,1,0.6728612
0.0,0,0.17075814
0.0,1,0.89939547
0.0,0,0.4777462
0.0,0,0.07375676
1.0,1,0.87464714
0.0,0,0.16535105
1.0,1,0.54550594
0.0,0,0.076511115
0.0,0,0.17895372
0.0,1,0.6079224
1.0,1,0.6761813
0.0,0,0.20458466
0.0,0,0.18671417
0.0,1,0.5578912
1.0,1,0.91027623
1.0,0,0.43437842
0.0,0,0.12359157
0.0,1,0.5870273
0.0,1,0.7163375
1.0,0,0.26109102
0.0,0,0.058142215
1.0,1,0.708183
1.0,1,0.6215771
1.0,0,0.29337642
1.0,1,0.8864815
0.0,0,0.116428204
0.0,0,0.13148054
1.0,1,0.7863549
0.0,1,0.7703066
0.0,1,0.7561041
1.0,1,0.7176854
0.0,0,0.042002037
1.0,1,0.70423585
0.0,1,0.79331785
1.0,1,0.9292147
0.0,1,0.56976545
0.0,0,0.027648581
0.0,1,0.632229
0.0,1,0.5445235
0.0,0,0.19384937
0.0,0,0.39391425
1.0,1,0.7398521
0.0,0,0.43746904
1.0,1,0.7956924
0.0,1,0.7545468
1.0,1,0.75977945
1.0,1,0.8363281
1.0,1,0.8128765
0.0,0,0.43746904
0.0,0,0.1793448
1.0,1,0.7410163
0.0,0,0.1475983
0.0,1,0.5162889
0.0,0,0.1226698
1.0,1,0.83282447
0.0,0,0.19964229
0.0,1,0.5446758
0.0,1,0.7496723
0.0,0,0.16117169
1.0,1,0.62874603
1.0,1,0.7159814
1.0,1,0.6892238
1.0,1,0.69278616
1.0,0,0.45391616
1.0,1,0.77847135
0.0,1,0.6001883
0.0,1,0.8773183
1.0,1,0.65887636
0.0,1,0.7979885
1.0,1,0.8607785
1.0,1,0.8939415
0.0,0,0.031139264
1.0,1,0.7657761
0.0,0,0.22224435
0.0,0,0.30973095
1.0,1,0.8011863
1.0,1,0.88684994
0.0,0,0.12436827
0.0,0,0.020847844
0.0,0,0.0679581
1.0,1,0.83137816
1.0,1,0.6133919
0.0,0,0.3549367
1.0,1,0.91693497
0.0,0,0.040924285
1.0,0,0.33904257
1.0,1,0.7606744
0.0,0,0.06624469
1.0,1,0.7895434
0.0,0,0.040282976
0.0,1,0.61322206
0.0,1,0.6853315
0.0,1,0.5256478
0.0,0,0.17894414
0.0,1,0.7824713
1.0,1,0.7416587
0.0,1,0.57299197
1.0,1,0.54762876
0.0,1,0.65758365
0.0,0,0.2114248
1.0,0,0.17028815
1.0,1,0.74487853
0.0,0,0.036383767
1.0,1,0.84563386
1.0,0,0.4889874
0.0,0,0.3477962
1.0,0,0.42616996
0.0,1,0.75540996
1.0,1,0.88299704
0.0,0,0.35640824
1.0,1,0.84503454
0.0,0,0.277738
0.0,0,0.1376131
0.0,0,0.2638841
1.0,1,0.74456805
0.0,0,0.19864881
0.0,0,0.23615089
0.0,1,0.5561388
0.0,0,0.10461715
0.0,0,0.19370364
1.0,1,0.7072294
1.0,0,0.3175575
0.0,0,0.034781806
1.0,1,0.5170912
1.0,1,0.77556145
0.0,1,0.62848026
0.0,1,0.79022926
1.0,1,0.58729357
0.0,0,0.106725894
1.0,1,0.69830537
0.0,0,0.08146778
0.0,1,0.5925554
0.0,1,0.8145013
1.0,1,0.8682051
0.0,1,0.5741547
0.0,1,0.8742341
1.0,1,0.9148528
0.0,1,0.77708155
1.0,1,0.7943447
1.0,1,0.59565187
1.0,1,0.78893983
0.0,1,0.52652293
1.0,1,0.65927774
1.0,1,0.6048687
1.0,1,0.5325017
0.0,1,0.614067
0.0,0,0.4163793
0.0,0,0.15812905
1.0,0,0.45811024
1.0,0,0.1276116
0.0,0,0.37582448
1.0,1,0.7155313
0.0,0,0.23615089
1.0,1,0.725328
1.0,1,0.7986092
1.0,1,0.8856688
1.0,1,0.7280947
0.0,0,0.2987026
0.0,0,0.31829625
0.0,0,0.0698844
0.0,0,0.046577178
1.0,1,0.8841848
1.0,1,0.5511111
0.0,1,0.6250459
0.0,0,0.48158455
1.0,1,0.5615396
1.0,0,0.4386012
1.0,1,0.8163784
0.0,0,0.09538426
1.0,1,0.8999667
1.0,1,0.7621862
0.0,0,0.032573864
1.0,0,0.07375676
0.0,0,0.15606987
0.0,0,0.3459676
0.0,0,0.047407966
1.0,0,0.38230133
1.0,1,0.6521144
0.0,1,0.61083865
1.0,0,0.41904995
0.0,1,0.5226402
1.0,1,0.80595493
1.0,1,0.50666267
1.0,0,0.28433982
1.0,0,0.46556288
0.0,0,0.43553042
1.0,1,0.77843803
0.0,0,0.28378007
1.0,1,0.65628284
1.0,1,0.71492165
1.0,1,0.65502506
0.0,0,0.1059778
1.0,1,0.5402566
1.0,1,0.6029526
1.0,1,0.85285217
0.0,0,0.21921198
0.0,0,0.04040729
1.0,1,0.7960252
1.0,0,0.4777044
0.0,0,0.28059065
0.0,1,0.51999146
1.0,0,0.42489448
0.0,0,0.036948018
0.0,0,0.25319022
1.0,1,0.67946136
1.0,1,0.6051509
1.0,1,0.6230226
1.0,1,0.7837031
1.0,1,0.6367631
0.0,0,0.31181398
0.0,1,0.50989467
1.0,1,0.66177267
0.0,0,0.27345887
1.0,0,0.33551502
0.0,1,0.8108914
1.0,1,0.6384148
1.0,1,0.5859189
0.0,0,0.065065466
0.0,0,0.21653864
0.0,0,0.11971149
0.0,0,0.4555916
1.0,1,0.59938455
0.0,0,0.3556389
1.0,1,0.6892309
0.0,0,0.17467426
0.0,0,0.4717823
0.0,0,0.04780446
1.0,0,0.43651614
0.0,0,0.11018
0.0,0,0.13850366
1.0,0,0.27083197
0.0,1,0.61287546
1.0,1,0.51550955
1.0,1,0.82598746
1.0,1,0.74993277
0.0,0,0.202281
0.0,1,0.5381378
1.0,1,0.69773215
1.0,1,0.752634
1.0,0,0.4769716
0.0,0,0.34690303
0.0,1,0.6604304
1.0,1,0.5847478
1.0,0,0.3975971
1.0,1,0.58919215
1.0,1,0.84005773
0.0,1,0.8448322
1.0,1,0.64379275
0.0,1,0.506333
1.0,1,0.9475742
1.0,1,0.7484312
0.0,0,0.30460533
1.0,1,0.70569324
0.0,0,0.37310553
0.0,0,0.28063935
0.0,1,0.66649413
1.0,1,0.79978096
0.0,0,0.035138592
0.0,0,0.39960328
0.0,1,0.7883342
0.0,1,0.5947986
0.0,0,0.19339195
1.0,1,0.72487295
0.0,0,0.14504234
1.0,1,0.8116244
1.0,1,0.83182746
0.0,0,0.3045734
1.0,1,0.6988313
1.0,1,0.72997993
1.0,1,0.7151263
0.0,0,0.06169728
1.0,1,0.6711845
0.0,1,0.7944173
1.0,1,0.59460676
0.0,0,0.035306986
1.0,1,0.7388181
1.0,0,0.35624295
1.0,1,0.7921997
0.0,1,0.7134495
1.0,1,0.8576911
0.0,0,0.23704705
0.0,0,0.42538786
1.0,1,0.72163665
1.0,1,0.8097963
1.0,1,0.5337201
1.0,1,0.80185586
0.0,1,0.5437474
1.0,1,0.88797706
1.0,1,0.7111283
0.0,0,0.07804092
0.0,0,0.37488967
1.0,1,0.8814151
1.0,0,0.43093407
1.0,1,0.8210702
1.0,1,0.843491
1.0,1,0.5741547
1.0,1,0.89648646
0.0,1,0.5131944
0.0,0,0.073273785
0.0,0,0.0445926
0.0,0,0.045102652
0.0,0,0.051301856
0.0,0,0.37377113
1.0,0,0.36710605
0.0,0,0.1406783
0.0,0,0.26575327
0.0,0,0.319315
1.0,1,0.7271947
0.0,0,0.2645544
0.0,0,0.0347818
0.0,0,0.09843986
1.0,1,0.8524226
0.0,0,0.27167013
0.0,1,0.50668496
0.0,0,0.035931613
0.0,0,0.4516049
1.0,1,0.6501414
0.0,1,0.5622489
1.0,1,0.73200274
1.0,1,0.8426784
1.0,1,0.76342344
0.0,0,0.20018381
0.0,1,0.7221088
1.0,1,0.6345201
1.0,1,0.6180794
0.0,0,0.11416857
1.0,1,0.8298504
0.0,0,0.19567907
0.0,0,0.114185825
0.0,1,0.75146437
1.0,1,0.73443747
1.0,1,0.75730264
0.0,0,0.2319099
0.0,0,0.13179271
0.0,1,0.8130407
1.0,0,0.39085025
1.0,1,0.8224323
1.0,1,0.689578
1.0,1,0.88504946
1.0,1,0.56415987
1.0,1,0.7749196
1.0,0,0.44010457
0.0,1,0.6158547
1.0,1,0.8870857
0.0,1,0.71979916
0.0,0,0.14795606
1.0,1,0.76826406
1.0,1,0.9002454
1.0,1,0.67992276
1.0,1,0.7819724
0.0,0,0.22971424
1.0,0,0.4014083
1.0,0,0.29864228
1.0,1,0.74838024
0.0,0,0.24188577
1.0,1,0.7852991
1.0,1,0.73895305
1.0,0,0.4558569
0.0,0,0.1632236
1.0,1,0.5746621
0.0,0,0.106286995
1.0,1,0.69818103
1.0,1,0.8128629
0.0,1,0.6492559
0.0,0,0.39787722
0.0,1,0.5106541
1.0,1,0.71185285
0.0,1,0.643313
1.0,1,0.7004123
1.0,1,0.7079762
0.0,1,0.7930889
0.0,0,0.27864206
1.0,0,0.2442004
0.0,0,0.24989484
0.0,0,0.15781607
1.0,1,0.81513065
1.0,0,0.058955114
1.0,1,0.5086638
1.0,1,0.7111283
0.0,0,0.22971424
1.0,1,0.9358761
0.0,1,0.617061
1.0,1,0.72001356
1.0,1,0.8169
1.0,1,0.7904449
0.0,1,0.8012846
0.0,0,0.3226228
0.0,0,0.098090574
0.0,0,0.24257214
0.0,1,0.7351011
0.0,1,0.6391992
1.0,1,0.7436269
1.0,1,0.82244205
0.0,0,0.48095053
0.0,0,0.29631326
0.0,0,0.3772248
1.0,1,0.6807981
1.0,1,0.90223074
0.0,1,0.51247877
0.0,1,0.6282656
0.0,0,0.41492453
1.0,1,0.7527225
1.0,0,0.11185051
0.0,0,0.11460875
0.0,1,0.546766
0.0,1,0.5184714
1.0,1,0.7973062
0.0,1,0.53585434
1.0,1,0.71965086
0.0,1,0.67367226
1.0,1,0.8727062
0.0,0,0.095467724
1.0,1,0.7470796
1.0,1,0.78672224
1.0,1,0.54143876
0.0,0,0.067218564
1.0,1,0.7154206
1.0,1,0.5419409
1.0,0,0.100914255
0.0,0,0.014270219
0.0,0,0.40436012
0.0,1,0.6689663
1.0,1,0.62046313
0.0,1,0.5157101
0.0,0,0.40425816
0.0,0,0.4016526
0.0,0,0.08837888
0.0,0,0.040006254
0.0,0,0.16821942
1.0,0,0.27378812
1.0,1,0.7729592
0.0,0,0.37238795
1.0,1,0.7744084
1.0,1,0.90460443
1.0,0,0.48353437
1.0,1,0.54154634
1.0,1,0.6875765
0.0,0,0.1003905
1.0,0,0.15268525
1.0,0,0.47694087
1.0,0,0.3332738
0.0,0,0.42041102
0.0,1,0.5901319
1.0,0,0.19345167
1.0,1,0.64730096
0.0,0,0.029187845
0.0,0,0.05524229
1.0,0,0.15530758
1.0,1,0.64475274
0.0,0,0.24262156
0.0,0,0.104041584
1.0,1,0.7617632
0.0,0,0.09629296
0.0,0,0.33947173
0.0,0,0.10557105
1.0,0,0.4031787
0.0,1,0.78300345
1.0,1,0.6723425
1.0,0,0.46587735
1.0,1,0.74993277
1.0,1,0.8846746
0.0,0,0.011268647
1.0,1,0.6853495
1.0,1,0.63836735
0.0,1,0.6427667
1.0,1,0.7677675
0.0,0,0.273924
1.0,1,0.8781805
1.0,1,0.572973
1.0,1,0.7719568
0.0,1,0.9031499
1.0,1,0.7549113
1.0,0,0.4079131
0.0,0,0.20188606
0.0,0,0.38884452
1.0,0,0.4449865
1.0,1,0.5156548
0.0,0,0.047626305
1.0,1,0.85840756
1.0,1,0.74207455
1.0,1,0.7931944
